0,1,2
I Now Pronounce You Chuck & Larry,0.23022185014650481,0.05630630630630631
Pulp Fiction,0.23022185014650481,0.28153153153153154
The Usual Suspects,0.23022185014650481,0.05630630630630631
The Waterboy,0.2092925910422771,0.14076576576576577
The Wedding Singer,0.2092925910422771,0.3096846846846847
The Silence of the Lambs,0.2092925910422771,1.2387387387387387
The Greatest Showman,0.2092925910422771,0.16891891891891891
The Goonies,0.2092925910422771,0.08445945945945946
Saving Private Ryan,0.2092925910422771,1.1542792792792793
Dunkirk,0.2092925910422771,0.33783783783783783
The Town,0.2092925910422771,0.05630630630630631
The Conjuring,0.18836333193804938,4.11036036036036
Talladega Nights: The Ballad of Ricky Bobby,0.18836333193804938,0.028153153153153154
Fifty Shades of Grey,0.18836333193804938,0.028153153153153154
Back to the Future,0.18836333193804938,0.05630630630630631
The Big Sick,0.18836333193804938,0.08445945945945946
Finding Nemo,0.18836333193804938,0.39414414414414417
Interstellar,0.18836333193804938,0.5630630630630631
Groundhog Day,0.18836333193804938,0.22522522522522523
Guardians of the Galaxy Vol. 2,0.18836333193804938,0.028153153153153154
Shaun of the Dead,0.18836333193804938,0.33783783783783783
Half Baked,0.18836333193804938,0.08445945945945946
Lethal Weapon,0.1674340728338217,0.19707207207207209
Happy Death Day,0.1674340728338217,0.028153153153153154
Iron Man,0.1674340728338217,0.28153153153153154
Billy Madison,0.1674340728338217,0.028153153153153154
The Godfather,0.1674340728338217,2.561936936936937
Blockers,0.1674340728338217,0.028153153153153154
Love Actually,0.1674340728338217,0.11261261261261261
Independence Day,0.1674340728338217,0.05630630630630631
The Sixth Sense,0.1674340728338217,0.05630630630630631
The Matrix,0.1674340728338217,0.6193693693693694
Memento,0.1674340728338217,0.19707207207207209
Dumb and Dumber,0.1674340728338217,0.2533783783783784
Meet the Fockers,0.1674340728338217,0.028153153153153154
Beauty and the Beast,0.14650481372959398,0.14076576576576577
Logan,0.14650481372959398,0.08445945945945946
The Others,0.14650481372959398,0.19707207207207209
Oldboy,0.14650481372959398,0.028153153153153154
No Country for Old Men,0.14650481372959398,0.11261261261261261
This Is the End,0.14650481372959398,0.28153153153153154
Star Wars,0.14650481372959398,0.028153153153153154
Finding Dory,0.14650481372959398,0.05630630630630631
Uncle Buck,0.12557555462536626,0.028153153153153154
Casablanca,0.12557555462536626,0.3096846846846847
The Shawshank Redemption,0.12557555462536626,5.461711711711712
The Lord of the Rings: The Fellowship of the Ring,0.12557555462536626,0.28153153153153154
"Three Billboards Outside Ebbing, Missouri",0.12557555462536626,0.05630630630630631
Inside Out,0.12557555462536626,0.3096846846846847
10 Things I Hate About You,0.12557555462536626,0.14076576576576577
Psycho,0.12557555462536626,0.14076576576576577
World War Z,0.12557555462536626,0.05630630630630631
Notting Hill,0.12557555462536626,0.36599099099099097
The Ring,0.12557555462536626,0.028153153153153154
Blade,0.12557555462536626,0.08445945945945946
Zootopia,0.12557555462536626,0.28153153153153154
Sleepless in Seattle,0.12557555462536626,0.16891891891891891
The Princess Bride,0.12557555462536626,0.2533783783783784
Avatar,0.12557555462536626,0.05630630630630631
The Witch,0.12557555462536626,0.16891891891891891
The Hurt Locker,0.12557555462536626,0.028153153153153154
The Lord of the Rings,0.10464629552113855,0.028153153153153154
The Wizard of Oz,0.10464629552113855,0.028153153153153154
The Proposal,0.10464629552113855,0.4222972972972973
Good Will Hunting,0.10464629552113855,0.028153153153153154
Jaws,0.10464629552113855,0.11261261261261261
Remember the Titans,0.10464629552113855,0.08445945945945946
The Revenant,0.10464629552113855,0.16891891891891891
The Lego Movie,0.10464629552113855,0.16891891891891891
Mission: Impossible,0.10464629552113855,0.05630630630630631
Mad Max: Fury Road,0.10464629552113855,0.05630630630630631
The Girl with the Dragon Tattoo,0.10464629552113855,0.2533783783783784
The Terminator,0.10464629552113855,0.14076576576576577
The Jerk,0.10464629552113855,0.028153153153153154
West Side Story,0.10464629552113855,0.14076576576576577
The Prestige,0.10464629552113855,0.19707207207207209
Zoolander,0.10464629552113855,0.028153153153153154
Despicable Me,0.10464629552113855,0.028153153153153154
How to Lose a Guy in 10 Days,0.10464629552113855,0.028153153153153154
The Other Guys,0.10464629552113855,0.3096846846846847
The Fast and the Furious,0.10464629552113855,0.028153153153153154
A.I. Artificial Intelligence,0.10464629552113855,0.028153153153153154
Black Sheep,0.08371703641691085,0.028153153153153154
Les Misérables,0.08371703641691085,0.11261261261261261
The Hunger Games,0.08371703641691085,0.14076576576576577
The Texas Chainsaw Massacre,0.08371703641691085,0.08445945945945946
Legally Blonde,0.08371703641691085,0.028153153153153154
Casino Royale,0.08371703641691085,0.08445945945945946
The Fault in Our Stars,0.08371703641691085,0.7882882882882883
Mr. & Mrs. Smith,0.08371703641691085,0.028153153153153154
The Departed,0.08371703641691085,1.0135135135135136
Baby Driver,0.08371703641691085,0.16891891891891891
Ready Player One,0.08371703641691085,0.028153153153153154
The Babadook,0.08371703641691085,0.33783783783783783
The Mummy,0.08371703641691085,0.028153153153153154
Home Alone,0.08371703641691085,0.028153153153153154
Mary Poppins,0.08371703641691085,0.028153153153153154
Black Swan,0.08371703641691085,0.028153153153153154
Gladiator,0.08371703641691085,0.028153153153153154
Schindler's List,0.08371703641691085,0.08445945945945946
Fast Times at Ridgemont High,0.08371703641691085,0.028153153153153154
The Breakfast Club,0.08371703641691085,0.45045045045045046
Training Day,0.08371703641691085,0.028153153153153154
Dirty Dancing,0.08371703641691085,0.08445945945945946
Inglourious Basterds,0.08371703641691085,0.11261261261261261
Braveheart,0.08371703641691085,0.05630630630630631
Ferris Bueller's Day Off,0.08371703641691085,0.08445945945945946
Chicago,0.08371703641691085,0.28153153153153154
Anchorman: The Legend of Ron Burgundy,0.08371703641691085,0.28153153153153154
Blade Runner,0.08371703641691085,0.7319819819819819
Cinderella,0.08371703641691085,0.028153153153153154
Chappie,0.08371703641691085,0.028153153153153154
The Secret Life of Pets,0.08371703641691085,0.028153153153153154
Beverly Hills Cop,0.06278777731268313,0.028153153153153154
Key Largo,0.06278777731268313,0.028153153153153154
Airplane!,0.06278777731268313,0.028153153153153154
Raiders of the Lost Ark,0.06278777731268313,0.11261261261261261
The Dark Knight Rises,0.06278777731268313,0.028153153153153154
The Bodyguard,0.06278777731268313,0.028153153153153154
The Sandlot,0.06278777731268313,0.14076576576576577
Jerry Maguire,0.06278777731268313,0.028153153153153154
The Blind Side,0.06278777731268313,0.11261261261261261
The Sound of Music,0.06278777731268313,0.14076576576576577
The Omen,0.06278777731268313,0.028153153153153154
Beetlejuice,0.06278777731268313,0.028153153153153154
The Little Mermaid,0.06278777731268313,0.028153153153153154
The Pursuit of Happyness,0.06278777731268313,0.028153153153153154
A Walk to Remember,0.06278777731268313,0.11261261261261261
Footloose,0.06278777731268313,0.08445945945945946
13 Going on 30,0.06278777731268313,0.05630630630630631
Gravity,0.06278777731268313,0.05630630630630631
Desperado,0.06278777731268313,0.028153153153153154
Clerks,0.06278777731268313,0.028153153153153154
Die Hard 2,0.06278777731268313,0.05630630630630631
Matilda,0.06278777731268313,0.08445945945945946
The Hateful Eight,0.06278777731268313,0.05630630630630631
White Chicks,0.06278777731268313,0.028153153153153154
Interview with the Vampire,0.06278777731268313,0.028153153153153154
Annie Hall,0.06278777731268313,0.028153153153153154
A Beautiful Mind,0.06278777731268313,0.11261261261261261
The Hobbit: An Unexpected Journey,0.06278777731268313,0.16891891891891891
The Transporter,0.06278777731268313,0.028153153153153154
True Grit,0.06278777731268313,0.028153153153153154
Bridget Jones's Diary,0.06278777731268313,0.028153153153153154
"Monsters, Inc.",0.06278777731268313,0.028153153153153154
Singin' in the Rain,0.06278777731268313,0.11261261261261261
The Sting,0.06278777731268313,0.05630630630630631
The Purge: Anarchy,0.06278777731268313,0.6193693693693694
Spectre,0.06278777731268313,0.028153153153153154
Into Thin Air: Death on Everest,0.06278777731268313,0.028153153153153154
The Hills Have Eyes,0.06278777731268313,0.028153153153153154
The Vow,0.06278777731268313,0.05630630630630631
The Heat,0.041858518208455424,0.08445945945945946
The Blues Brothers,0.041858518208455424,0.028153153153153154
Avengers: Age of Ultron,0.041858518208455424,0.11261261261261261
The Magnificent Seven,0.041858518208455424,0.08445945945945946
Boogie Nights,0.041858518208455424,0.028153153153153154
Little Miss Sunshine,0.041858518208455424,0.14076576576576577
Scary Movie 2,0.041858518208455424,0.05630630630630631
Terms of Endearment,0.041858518208455424,0.028153153153153154
Aladdin,0.041858518208455424,0.028153153153153154
Star Trek,0.041858518208455424,0.028153153153153154
The Strangers,0.041858518208455424,0.05630630630630631
Primer,0.041858518208455424,0.11261261261261261
Blow,0.041858518208455424,0.028153153153153154
"The Good, the Bad and the Ugly",0.041858518208455424,0.22522522522522523
Mean Girls,0.041858518208455424,0.05630630630630631
Clueless,0.041858518208455424,0.45045045045045046
Erin Brockovich,0.041858518208455424,0.028153153153153154
Frida,0.041858518208455424,0.028153153153153154
Dogma,0.041858518208455424,0.028153153153153154
The Secret Life of Walter Mitty,0.041858518208455424,0.028153153153153154
The Machinist,0.041858518208455424,0.028153153153153154
Harry Potter and the Philosopher's Stone,0.041858518208455424,0.028153153153153154
Arrival,0.041858518208455424,0.08445945945945946
The Girl on the Train,0.041858518208455424,0.16891891891891891
You've Got Mail,0.041858518208455424,0.028153153153153154
Rear Window,0.041858518208455424,0.14076576576576577
The Help,0.041858518208455424,0.028153153153153154
Zombieland,0.041858518208455424,0.05630630630630631
American Psycho,0.041858518208455424,0.028153153153153154
Gone with the Wind,0.041858518208455424,0.028153153153153154
Edward Scissorhands,0.041858518208455424,0.028153153153153154
Top Gun,0.041858518208455424,0.16891891891891891
Mamma Mia!,0.041858518208455424,0.05630630630630631
Con Air,0.041858518208455424,0.028153153153153154
The Grand Budapest Hotel,0.041858518208455424,0.45045045045045046
Central Intelligence,0.041858518208455424,0.028153153153153154
The Imitation Game,0.041858518208455424,0.05630630630630631
Platoon,0.041858518208455424,0.028153153153153154
Paranormal Activity,0.020929259104227712,0.05630630630630631
Creed,0.020929259104227712,0.028153153153153154
Manchester by the Sea,0.020929259104227712,0.028153153153153154
Steel Magnolias,0.020929259104227712,0.05630630630630631
The Lucky One,0.020929259104227712,0.028153153153153154
Revenge of the Nerds,0.020929259104227712,0.028153153153153154
Leatherface,0.020929259104227712,0.028153153153153154
What Women Want,0.020929259104227712,0.028153153153153154
Rush Hour 2,0.020929259104227712,0.05630630630630631
Mission: Impossible III,0.020929259104227712,0.028153153153153154
The Commuters,0.020929259104227712,0.028153153153153154
The Bourne Identity,0.020929259104227712,0.5067567567567568
Monty Python and the Holy Grail,0.020929259104227712,0.028153153153153154
Amélie,0.020929259104227712,0.08445945945945946
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.020929259104227712,0.19707207207207209
The Place Beyond the Pines,0.020929259104227712,0.028153153153153154
The Maze Runner,0.020929259104227712,0.028153153153153154
The Human Centipede 2,0.020929259104227712,0.028153153153153154
Selma,0.020929259104227712,0.028153153153153154
The Da Vinci Code,0.020929259104227712,0.028153153153153154
Crimson Tide,0.020929259104227712,0.028153153153153154
Batman Returns,0.020929259104227712,0.028153153153153154
Batman Begins,0.020929259104227712,0.05630630630630631
The Trouble with Harry,0.020929259104227712,0.028153153153153154
The Chronicles of Riddick,0.020929259104227712,0.028153153153153154
Hustle & Flow,0.020929259104227712,0.028153153153153154
The Evil Dead,0.020929259104227712,0.028153153153153154
The Invitation,0.020929259104227712,0.028153153153153154
Smokey and the Bandit,0.020929259104227712,0.028153153153153154
There Will Be Blood,0.020929259104227712,0.028153153153153154
Kiss the Girls,0.020929259104227712,0.05630630630630631
Vertigo,0.020929259104227712,0.028153153153153154
Sweet Home Alabama,0.020929259104227712,0.028153153153153154
John Wick: Chapter 2,0.020929259104227712,0.028153153153153154
28 Days Later,0.020929259104227712,0.028153153153153154
Harold & Kumar Go to White Castle,0.020929259104227712,0.11261261261261261
The Truman Show,0.020929259104227712,0.05630630630630631
Beerfest,0.020929259104227712,0.028153153153153154
Phenomenon,0.020929259104227712,0.028153153153153154
Army of Darkness,0.020929259104227712,0.028153153153153154
Dances with Wolves,0.020929259104227712,0.05630630630630631
A Clockwork Orange,0.020929259104227712,0.028153153153153154
Caddyshack,0.020929259104227712,0.05630630630630631
The Cove,0.020929259104227712,0.028153153153153154
Tombstone,0.020929259104227712,0.028153153153153154
Downsizing,0.020929259104227712,0.028153153153153154
Tron: Legacy,0.020929259104227712,0.028153153153153154
Sweeney Todd: The Demon Barber of Fleet Street,0.020929259104227712,0.05630630630630631
The Lord of the Rings: The Two Towers,0.020929259104227712,0.11261261261261261
Space Jam,0.020929259104227712,0.05630630630630631
Basic Instinct,0.020929259104227712,0.11261261261261261
Lost in Translation,0.020929259104227712,0.028153153153153154
Snow White and the Seven Dwarfs,0.020929259104227712,0.08445945945945946
Waltz with Bashir,0.020929259104227712,0.028153153153153154
Train to Busan,0.020929259104227712,0.028153153153153154
Say Anything...,0.020929259104227712,0.05630630630630631
In Harm's Way,0.020929259104227712,0.05630630630630631
Skyfall,0.020929259104227712,0.05630630630630631
Eternal Sunshine of the Spotless Mind,0.020929259104227712,0.05630630630630631
Inconceivable,0.020929259104227712,0.028153153153153154
Manhattan,0.020929259104227712,0.05630630630630631
Pirates of the Caribbean: Dead Man's Chest,0.020929259104227712,0.028153153153153154
Indiana Jones and the Temple of Doom,0.020929259104227712,0.028153153153153154
Lone Survivor,0.020929259104227712,0.028153153153153154
Hereditary,0.020929259104227712,0.45045045045045046
The Deer Hunter,0.020929259104227712,0.05630630630630631
The Lord of the Rings: The Return of the King,0.020929259104227712,0.028153153153153154
The Hobbit,0.020929259104227712,0.028153153153153154
