0,1,2
Beauty and the Beast,0.14650481372959398,0.08445945945945946
Spaceballs,0.14650481372959398,0.14076576576576577
The Others,0.14650481372959398,0.11261261261261261
Oldboy,0.14650481372959398,0.05630630630630631
Anchorman,0.14650481372959398,0.14076576576576577
No Country for Old Men,0.14650481372959398,0.028153153153153154
This Is the End,0.14650481372959398,0.05630630630630631
Hangover,0.14650481372959398,0.08445945945945946
Grease,0.14650481372959398,0.08445945945945946
Star Wars,0.14650481372959398,0.11261261261261261
Finding Dory,0.14650481372959398,1.9425675675675675
Pan's Labyrinth,0.14650481372959398,0.028153153153153154
Zodiac,0.14650481372959398,0.05630630630630631
The Jungle Book,0.14650481372959398,0.08445945945945946
Darkest Hour,0.14650481372959398,0.19707207207207209
The Forest,0.12557555462536626,0.05630630630630631
The Last House on the Left,0.12557555462536626,0.05630630630630631
Little Nicky,0.12557555462536626,0.05630630630630631
American Pie 2,0.12557555462536626,0.028153153153153154
Uncle Buck,0.12557555462536626,0.6756756756756757
Men in Black,0.12557555462536626,0.36599099099099097
Casablanca,0.12557555462536626,0.05630630630630631
The Shawshank Redemption,0.12557555462536626,0.22522522522522523
The Lord of the Rings: The Fellowship of the Ring,0.12557555462536626,0.08445945945945946
Tropic Thunder,0.12557555462536626,0.028153153153153154
RBG,0.12557555462536626,0.14076576576576577
"Three Billboards Outside Ebbing, Missouri",0.12557555462536626,0.05630630630630631
Inside Out,0.12557555462536626,0.028153153153153154
Stripes,0.12557555462536626,0.028153153153153154
10 Things I Hate About You,0.12557555462536626,0.08445945945945946
Psycho,0.12557555462536626,0.36599099099099097
World War Z,0.12557555462536626,0.11261261261261261
Notting Hill,0.12557555462536626,0.08445945945945946
The Ring,0.12557555462536626,0.11261261261261261
Blade,0.12557555462536626,0.05630630630630631
Zootopia,0.12557555462536626,0.14076576576576577
Sleepless in Seattle,0.12557555462536626,0.05630630630630631
The Princess Bride,0.12557555462536626,0.11261261261261261
Avatar,0.12557555462536626,0.028153153153153154
The Witch,0.12557555462536626,0.14076576576576577
Juno,0.12557555462536626,0.11261261261261261
Fatal Attraction,0.12557555462536626,0.08445945945945946
The Hurt Locker,0.12557555462536626,0.028153153153153154
Children of the Corn,0.12557555462536626,0.028153153153153154
Blazing Saddles,0.10464629552113855,0.028153153153153154
Captain America: Civil War,0.10464629552113855,0.22522522522522523
The Boy,0.10464629552113855,0.16891891891891891
The Wizard of Oz,0.10464629552113855,0.028153153153153154
Jack Reacher,0.10464629552113855,0.028153153153153154
Thor,0.10464629552113855,0.4786036036036036
The Proposal,0.10464629552113855,0.22522522522522523
Good Will Hunting,0.10464629552113855,0.028153153153153154
Remember the Titans,0.10464629552113855,0.05630630630630631
Scott Pilgrim vs. the World,0.10464629552113855,0.19707207207207209
The Revenant,0.10464629552113855,0.16891891891891891
Pitch Perfect,0.10464629552113855,0.028153153153153154
The Lego Movie,0.10464629552113855,0.028153153153153154
Mission: Impossible,0.10464629552113855,0.08445945945945946
Moulin Rouge!,0.10464629552113855,0.08445945945945946
Mad Max: Fury Road,0.10464629552113855,0.08445945945945946
The Girl with the Dragon Tattoo,0.10464629552113855,0.05630630630630631
Looper,0.10464629552113855,0.11261261261261261
The Terminator,0.10464629552113855,0.19707207207207209
The Jerk,0.10464629552113855,0.08445945945945946
West Side Story,0.10464629552113855,0.028153153153153154
Ring,0.10464629552113855,0.028153153153153154
The Prestige,0.10464629552113855,0.11261261261261261
Zoolander,0.10464629552113855,0.08445945945945946
Despicable Me,0.10464629552113855,0.11261261261261261
How to Lose a Guy in 10 Days,0.10464629552113855,0.11261261261261261
The Other Guys,0.10464629552113855,0.028153153153153154
The Fast and the Furious,0.10464629552113855,1.492117117117117
High Noon,0.10464629552113855,0.028153153153153154
Citizen Kane,0.10464629552113855,0.05630630630630631
The Purge,0.10464629552113855,0.39414414414414417
The Martian,0.10464629552113855,0.14076576576576577
Trading Places,0.10464629552113855,0.05630630630630631
Death Wish,0.10464629552113855,0.4222972972972973
Rosemary's Baby,0.10464629552113855,0.08445945945945946
A.I. Artificial Intelligence,0.10464629552113855,0.5912162162162162
Police Academy,0.08371703641691085,0.05630630630630631
Tommy Boy,0.08371703641691085,0.028153153153153154
American Sniper,0.08371703641691085,0.05630630630630631
Les Misérables,0.08371703641691085,0.36599099099099097
The Hunger Games,0.08371703641691085,0.11261261261261261
The Texas Chainsaw Massacre,0.08371703641691085,0.08445945945945946
Legally Blonde,0.08371703641691085,0.16891891891891891
Casino,0.08371703641691085,0.08445945945945946
The Fault in Our Stars,0.08371703641691085,0.028153153153153154
Down to Earth,0.08371703641691085,0.028153153153153154
Old School,0.08371703641691085,0.028153153153153154
Mr. & Mrs. Smith,0.08371703641691085,0.19707207207207209
Identity,0.08371703641691085,0.05630630630630631
The Departed,0.08371703641691085,0.39414414414414417
Baby Driver,0.08371703641691085,0.05630630630630631
Daddy's Home,0.08371703641691085,0.11261261261261261
Justice League,0.08371703641691085,0.08445945945945946
The Texas Chain Saw Massacre,0.08371703641691085,0.11261261261261261
The Babadook,0.08371703641691085,0.028153153153153154
A Wrinkle in Time,0.08371703641691085,0.028153153153153154
Black Swan,0.08371703641691085,0.08445945945945946
Gladiator,0.08371703641691085,0.08445945945945946
Enough,0.08371703641691085,0.028153153153153154
Schindler's List,0.08371703641691085,0.028153153153153154
Minority Report,0.08371703641691085,0.08445945945945946
The Fifth Element,0.08371703641691085,0.19707207207207209
Fast Times at Ridgemont High,0.08371703641691085,0.05630630630630631
The Breakfast Club,0.08371703641691085,0.08445945945945946
Training Day,0.08371703641691085,0.05630630630630631
Dirty Dancing,0.08371703641691085,0.05630630630630631
Shrek,0.08371703641691085,0.028153153153153154
Inglourious Basterds,0.08371703641691085,0.16891891891891891
Drive,0.08371703641691085,0.05630630630630631
The Thing,0.08371703641691085,0.11261261261261261
Fifty Shades Darker,0.08371703641691085,0.08445945945945946
Braveheart,0.08371703641691085,0.05630630630630631
Ferris Bueller's Day Off,0.08371703641691085,0.05630630630630631
The Abyss,0.08371703641691085,0.05630630630630631
Chicago,0.08371703641691085,0.028153153153153154
Anchorman: The Legend of Ron Burgundy,0.08371703641691085,0.14076576576576577
Evil Dead,0.08371703641691085,0.05630630630630631
Blade Runner,0.08371703641691085,0.19707207207207209
The Inglorious Bastards,0.08371703641691085,0.028153153153153154
Sixteen Candles,0.08371703641691085,0.028153153153153154
How High,0.08371703641691085,0.05630630630630631
Dazed and Confused,0.08371703641691085,0.05630630630630631
Tucker & Dale vs. Evil,0.08371703641691085,0.05630630630630631
The Amityville Horror,0.08371703641691085,0.08445945945945946
Snatch,0.08371703641691085,0.4222972972972973
Safe House,0.08371703641691085,0.22522522522522523
Chappie,0.08371703641691085,0.028153153153153154
The Secret Life of Pets,0.08371703641691085,0.33783783783783783
Beverly Hills Cop,0.06278777731268313,0.11261261261261261
Key Largo,0.06278777731268313,0.08445945945945946
Annie,0.06278777731268313,0.028153153153153154
Airplane!,0.06278777731268313,0.028153153153153154
Raiders of the Lost Ark,0.06278777731268313,0.22522522522522523
Vanilla Sky,0.06278777731268313,0.14076576576576577
Gangs of New York,0.06278777731268313,0.05630630630630631
The Dark Knight Rises,0.06278777731268313,0.028153153153153154
Jerry Maguire,0.06278777731268313,0.11261261261261261
The Blind Side,0.06278777731268313,0.16891891891891891
Phantom Thread,0.06278777731268313,0.05630630630630631
The Green Mile,0.06278777731268313,0.11261261261261261
The Sound of Music,0.06278777731268313,0.16891891891891891
Get Him to the Greek,0.06278777731268313,0.028153153153153154
Ratatouille,0.06278777731268313,0.14076576576576577
Eight Crazy Nights,0.06278777731268313,0.028153153153153154
The Lego Batman Movie,0.06278777731268313,0.028153153153153154
The Little Mermaid,0.06278777731268313,0.16891891891891891
The Pursuit of Happyness,0.06278777731268313,0.14076576576576577
Pi,0.06278777731268313,0.028153153153153154
Requiem for a Dream,0.06278777731268313,0.05630630630630631
The Man Who Knew Too Much,0.06278777731268313,0.14076576576576577
The Third Man,0.06278777731268313,0.08445945945945946
A Walk to Remember,0.06278777731268313,0.11261261261261261
Gravity,0.06278777731268313,0.05630630630630631
American Beauty,0.06278777731268313,0.028153153153153154
The Pianist,0.06278777731268313,0.028153153153153154
Silver Linings Playbook,0.06278777731268313,0.028153153153153154
Ace Ventura: Pet Detective,0.06278777731268313,0.5349099099099099
Catch Me If You Can,0.06278777731268313,0.45045045045045046
James Bond,0.06278777731268313,0.028153153153153154
The Hateful Eight,0.06278777731268313,0.028153153153153154
Sinister,0.06278777731268313,0.05630630630630631
White Chicks,0.06278777731268313,0.05630630630630631
Interview with the Vampire,0.06278777731268313,0.028153153153153154
Annie Hall,0.06278777731268313,0.028153153153153154
It Follows,0.06278777731268313,0.05630630630630631
A Beautiful Mind,0.06278777731268313,0.05630630630630631
Panic Room,0.06278777731268313,0.028153153153153154
Indiana Jones and the Last Crusade,0.06278777731268313,0.028153153153153154
The Hobbit: The Desolation of Smaug,0.06278777731268313,0.028153153153153154
The Transporter,0.06278777731268313,0.05630630630630631
True Grit,0.06278777731268313,0.05630630630630631
Ace Ventura,0.06278777731268313,0.028153153153153154
Singin' in the Rain,0.06278777731268313,0.05630630630630631
Allied,0.06278777731268313,0.028153153153153154
The Sting,0.06278777731268313,0.16891891891891891
Superman,0.06278777731268313,0.05630630630630631
The Purge: Anarchy,0.06278777731268313,0.2533783783783784
Spectre,0.06278777731268313,0.028153153153153154
Fifty Shades Freed,0.06278777731268313,0.028153153153153154
Into Thin Air: Death on Everest,0.06278777731268313,0.14076576576576577
The Hills Have Eyes,0.06278777731268313,0.028153153153153154
Oculus,0.06278777731268313,0.028153153153153154
Death at a Funeral,0.041858518208455424,0.08445945945945946
The Blues Brothers,0.041858518208455424,0.028153153153153154
Avengers: Age of Ultron,0.041858518208455424,0.05630630630630631
Ever After,0.041858518208455424,0.05630630630630631
Little Shop of Horrors,0.041858518208455424,0.05630630630630631
Boogie Nights,0.041858518208455424,0.028153153153153154
Monster,0.041858518208455424,0.028153153153153154
Buried,0.041858518208455424,0.05630630630630631
Terms of Endearment,0.041858518208455424,0.16891891891891891
War Horse,0.041858518208455424,0.028153153153153154
Aladdin,0.041858518208455424,0.08445945945945946
Bruce Almighty,0.041858518208455424,0.05630630630630631
Fast & Furious,0.041858518208455424,0.028153153153153154
Men in Black II,0.041858518208455424,0.11261261261261261
The Man with Two Brains,0.041858518208455424,0.08445945945945946
Grease 2,0.041858518208455424,0.05630630630630631
Star Trek,0.041858518208455424,0.11261261261261261
Joe Maddison's War,0.041858518208455424,0.16891891891891891
Oliver!,0.041858518208455424,0.028153153153153154
Love Stinks,0.041858518208455424,0.19707207207207209
Primer,0.041858518208455424,0.028153153153153154
Making a Murderer,0.041858518208455424,0.028153153153153154
Can't Hardly Wait,0.041858518208455424,0.028153153153153154
Jeepers Creepers,0.041858518208455424,0.05630630630630631
Blow,0.041858518208455424,0.028153153153153154
"The Good, the Bad and the Ugly",0.041858518208455424,0.028153153153153154
Hush,0.041858518208455424,0.14076576576576577
Meet the Parents,0.041858518208455424,0.028153153153153154
Clue,0.041858518208455424,1.492117117117117
Highlander,0.041858518208455424,0.028153153153153154
Honey,0.041858518208455424,0.05630630630630631
What's Eating Gilbert Grape,0.041858518208455424,0.22522522522522523
She's All That,0.041858518208455424,0.028153153153153154
The Addams Family,0.041858518208455424,0.028153153153153154
Mean Girls,0.041858518208455424,0.028153153153153154
Clueless,0.041858518208455424,0.08445945945945946
Yes Man,0.041858518208455424,0.11261261261261261
The Golden Compass,0.041858518208455424,0.028153153153153154
The Fountain,0.041858518208455424,0.028153153153153154
Waterworld,0.041858518208455424,0.05630630630630631
Cast Away,0.041858518208455424,0.028153153153153154
Erin Brockovich,0.041858518208455424,0.028153153153153154
Sin City,0.041858518208455424,0.028153153153153154
Frida,0.041858518208455424,0.028153153153153154
Dogma,0.041858518208455424,0.028153153153153154
Dance Flick,0.041858518208455424,0.028153153153153154
Highlander: Endgame,0.041858518208455424,0.05630630630630631
Four Weddings and a Funeral,0.041858518208455424,0.16891891891891891
I Saw the Devil,0.041858518208455424,0.14076576576576577
Into the Woods,0.041858518208455424,0.028153153153153154
Forgetting Sarah Marshall,0.041858518208455424,0.08445945945945946
The Secret Life of Walter Mitty,0.041858518208455424,0.05630630630630631
Superman: Unbound,0.041858518208455424,0.05630630630630631
Prisoners,0.041858518208455424,0.028153153153153154
The Machinist,0.041858518208455424,0.05630630630630631
Reservoir Dogs,0.041858518208455424,0.028153153153153154
Unbreakable,0.041858518208455424,0.028153153153153154
Harry Potter and the Philosopher's Stone,0.041858518208455424,0.028153153153153154
Arrival,0.041858518208455424,0.028153153153153154
The Girl on the Train,0.041858518208455424,0.028153153153153154
The Great Gatsby,0.041858518208455424,0.05630630630630631
You've Got Mail,0.041858518208455424,0.08445945945945946
The Birds,0.041858518208455424,0.11261261261261261
Rear Window,0.041858518208455424,0.05630630630630631
Sing,0.041858518208455424,0.08445945945945946
Clerks II,0.041858518208455424,0.028153153153153154
Zombieland,0.041858518208455424,0.05630630630630631
Eagle Eye,0.041858518208455424,0.028153153153153154
American Psycho,0.041858518208455424,0.028153153153153154
I Am Legend,0.041858518208455424,0.028153153153153154
Pirates of the Caribbean,0.041858518208455424,0.05630630630630631
Edward Scissorhands,0.041858518208455424,0.028153153153153154
The Lost Boys,0.041858518208455424,0.08445945945945946
Cube,0.041858518208455424,0.05630630630630631
The Freshman,0.041858518208455424,0.028153153153153154
Cat on a Hot Tin Roof,0.041858518208455424,0.028153153153153154
Misery,0.041858518208455424,0.028153153153153154
Thirteen,0.041858518208455424,0.05630630630630631
I Feel Pretty,0.041858518208455424,0.028153153153153154
Mystic River,0.041858518208455424,0.028153153153153154
The Best Exotic Marigold Hotel,0.041858518208455424,0.08445945945945946
Top Gun,0.041858518208455424,0.11261261261261261
Gone Baby Gone,0.041858518208455424,0.028153153153153154
Man on Wire,0.041858518208455424,0.05630630630630631
Super Size Me,0.041858518208455424,0.05630630630630631
Mamma Mia!,0.041858518208455424,0.05630630630630631
Con Air,0.041858518208455424,0.05630630630630631
Indiana Jones and the Kingdom of the Crystal Skull,0.041858518208455424,0.05630630630630631
Big,0.041858518208455424,0.05630630630630631
Cujo,0.041858518208455424,0.028153153153153154
Breakfast at Tiffany's,0.041858518208455424,0.028153153153153154
Big Mama,0.041858518208455424,0.8164414414414415
The Nightmare Before Christmas,0.041858518208455424,0.028153153153153154
Cats Don't Dance,0.041858518208455424,0.11261261261261261
Who Framed Roger Rabbit,0.041858518208455424,0.028153153153153154
P.S. I Love You,0.041858518208455424,0.2533783783783784
The Full Monty,0.041858518208455424,0.028153153153153154
The Imitation Game,0.041858518208455424,0.028153153153153154
Platoon,0.041858518208455424,0.05630630630630631
Into the Wild,0.041858518208455424,0.05630630630630631
The Dictator,0.041858518208455424,0.05630630630630631
The Night of the Iguana,0.020929259104227712,0.028153153153153154
The Holiday,0.020929259104227712,0.028153153153153154
Election,0.020929259104227712,0.028153153153153154
Running Scared,0.020929259104227712,0.028153153153153154
The Rise of the Krays,0.020929259104227712,0.028153153153153154
Neighbors,0.020929259104227712,0.028153153153153154
The Sweetest Thing,0.020929259104227712,0.028153153153153154
Frankenstein,0.020929259104227712,0.028153153153153154
Switching Goals,0.020929259104227712,0.05630630630630631
Revenge of the Nerds,0.020929259104227712,1.5484234234234233
Dark Water,0.020929259104227712,0.028153153153153154
Nutcracker,0.020929259104227712,0.028153153153153154
Diary of a Mad Black Woman,0.020929259104227712,0.028153153153153154
First Blood,0.020929259104227712,0.05630630630630631
The Great Escape,0.020929259104227712,0.028153153153153154
North by Northwest,0.020929259104227712,0.028153153153153154
Dancemaker,0.020929259104227712,0.5912162162162162
Sing!,0.020929259104227712,0.028153153153153154
Barbie as Rapunzel,0.020929259104227712,0.028153153153153154
Freaky Friday,0.020929259104227712,0.028153153153153154
The Bounty Hunter,0.020929259104227712,0.05630630630630631
The Commuters,0.020929259104227712,0.028153153153153154
Bill & Ted's Excellent Adventure,0.020929259104227712,0.05630630630630631
Never Been Kissed,0.020929259104227712,0.028153153153153154
S,0.020929259104227712,0.028153153153153154
The Boss,0.020929259104227712,0.028153153153153154
Apollo 13,0.020929259104227712,0.028153153153153154
Salt,0.020929259104227712,0.028153153153153154
Harry Potter and the Chamber of Secrets,0.020929259104227712,0.028153153153153154
Eraserhead,0.020929259104227712,0.028153153153153154
The Matrix Reloaded,0.020929259104227712,0.028153153153153154
The Basketball Diaries,0.020929259104227712,0.05630630630630631
Sling Blade,0.020929259104227712,0.05630630630630631
Twins,0.020929259104227712,0.028153153153153154
Mona Lisa Smile,0.020929259104227712,0.028153153153153154
Throw Momma from the Train,0.020929259104227712,0.028153153153153154
Escape from Alcatraz,0.020929259104227712,0.028153153153153154
Highlander II: The Quickening,0.020929259104227712,0.05630630630630631
Jack and Jill,0.020929259104227712,0.028153153153153154
The Reader,0.020929259104227712,0.05630630630630631
A River Runs Through It,0.020929259104227712,0.05630630630630631
How to Lose Your Virginity,0.020929259104227712,0.05630630630630631
Pinocchio,0.020929259104227712,0.028153153153153154
Ocean's Twelve,0.020929259104227712,0.028153153153153154
The Lone Ranger,0.020929259104227712,0.028153153153153154
Oblivion,0.020929259104227712,0.028153153153153154
The Hunt for Red October,0.020929259104227712,0.028153153153153154
Batman Begins,0.020929259104227712,0.05630630630630631
High Tension,0.020929259104227712,0.028153153153153154
Star Wars: Episode I – The Phantom Menace,0.020929259104227712,0.028153153153153154
Subway,0.020929259104227712,0.028153153153153154
Ed Wood,0.020929259104227712,0.05630630630630631
The Evil Dead,0.020929259104227712,0.05630630630630631
Kiss the Girls,0.020929259104227712,0.05630630630630631
Vertigo,0.020929259104227712,0.028153153153153154
My Best Friend's Wedding,0.020929259104227712,0.05630630630630631
Dumb and Dumberer: When Harry Met Lloyd,0.020929259104227712,0.028153153153153154
Ace Ventura: When Nature Calls,0.020929259104227712,0.028153153153153154
Beerfest,0.020929259104227712,0.028153153153153154
The Perks of Being a Wallflower,0.020929259104227712,0.028153153153153154
Hairspray,0.020929259104227712,0.028153153153153154
Runaway Bride,0.020929259104227712,0.05630630630630631
Phenomenon,0.020929259104227712,0.028153153153153154
The Time Traveler's Wife,0.020929259104227712,0.028153153153153154
Secret Window,0.020929259104227712,0.028153153153153154
Valerian and the City of a Thousand Planets,0.020929259104227712,0.028153153153153154
Dances with Wolves,0.020929259104227712,0.05630630630630631
Amistad,0.020929259104227712,0.22522522522522523
Precious,0.020929259104227712,0.028153153153153154
Xanadu,0.020929259104227712,0.028153153153153154
When a Man Loves a Woman,0.020929259104227712,0.028153153153153154
Doctor Dolittle,0.020929259104227712,0.028153153153153154
National Velvet,0.020929259104227712,0.05630630630630631
A Clockwork Orange,0.020929259104227712,0.11261261261261261
The Divergent Series,0.020929259104227712,0.028153153153153154
Romancing the Stone,0.020929259104227712,0.028153153153153154
The Dead Zone,0.020929259104227712,0.05630630630630631
Forget Paris,0.020929259104227712,0.028153153153153154
A Low Down Dirty Shame,0.020929259104227712,0.028153153153153154
Beaches,0.020929259104227712,0.028153153153153154
Camp Nowhere,0.020929259104227712,0.028153153153153154
Superman II,0.020929259104227712,0.028153153153153154
The Jewel of the Nile,0.020929259104227712,0.028153153153153154
The Rum Diary,0.020929259104227712,0.028153153153153154
Powder,0.020929259104227712,0.028153153153153154
The Terminal,0.020929259104227712,0.028153153153153154
The Outlaws,0.020929259104227712,0.028153153153153154
The Wolverine,0.020929259104227712,0.08445945945945946
Downsizing,0.020929259104227712,0.08445945945945946
The Passion of the Christ,0.020929259104227712,0.028153153153153154
The Village,0.020929259104227712,0.05630630630630631
Tron: Legacy,0.020929259104227712,0.028153153153153154
The World According to Garp,0.020929259104227712,0.028153153153153154
The Lord of the Rings: The Two Towers,0.020929259104227712,0.028153153153153154
Basic Instinct,0.020929259104227712,0.05630630630630631
Cabaret,0.020929259104227712,0.16891891891891891
Lemmy,0.020929259104227712,0.028153153153153154
The 'Burbs,0.020929259104227712,0.028153153153153154
A Bug's Life,0.020929259104227712,0.028153153153153154
The Majestic,0.020929259104227712,0.028153153153153154
Muriel's Wedding,0.020929259104227712,0.028153153153153154
Red Eye,0.020929259104227712,0.08445945945945946
Waltz with Bashir,0.020929259104227712,0.028153153153153154
The World's End,0.020929259104227712,0.08445945945945946
Train to Busan,0.020929259104227712,0.028153153153153154
Better Off Dead,0.020929259104227712,0.028153153153153154
Poltergeist,0.020929259104227712,0.028153153153153154
Say Anything...,0.020929259104227712,0.08445945945945946
The Way We Were,0.020929259104227712,0.05630630630630631
Prince of the City,0.020929259104227712,0.11261261261261261
Harry Potter and the Prisoner of Azkaban,0.020929259104227712,0.08445945945945946
Cape Fear,0.020929259104227712,0.028153153153153154
Born on the Fourth of July,0.020929259104227712,0.028153153153153154
The Devil's Rejects,0.020929259104227712,0.028153153153153154
The Mist,0.020929259104227712,0.05630630630630631
The Dirty Dozen,0.020929259104227712,0.028153153153153154
Inconceivable,0.020929259104227712,0.028153153153153154
The Blue Kite,0.020929259104227712,0.05630630630630631
Paths of Glory,0.020929259104227712,0.05630630630630631
Charlie's Angels,0.020929259104227712,0.05630630630630631
Everest,0.020929259104227712,0.028153153153153154
The Wildest Dream,0.020929259104227712,0.11261261261261261
Walk Hard: The Dewey Cox Story,0.020929259104227712,0.028153153153153154
Julie & Julia,0.020929259104227712,0.028153153153153154
The Americanization of Emily,0.020929259104227712,0.028153153153153154
PT 109,0.020929259104227712,0.08445945945945946
Indiana Jones and the Temple of Doom,0.020929259104227712,0.028153153153153154
The Boxtrolls,0.020929259104227712,0.08445945945945946
A Very Long Engagement,0.020929259104227712,0.028153153153153154
Coming Home,0.020929259104227712,0.028153153153153154
Kill Bill: Volume 2,0.020929259104227712,0.028153153153153154
The Lord of the Rings: The Return of the King,0.020929259104227712,0.11261261261261261
The Hobbit,0.020929259104227712,0.028153153153153154
